Id,GPA,Gender,breakfast,calories_chicken,calories_day,calories_scone,coffee,comfort_food_reasons_coded,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories
133,2.813925932,1,1,415,2,736,2,4,5,6,6,5,2,1,5,4,7,8,1,5,8,9,4,3,9,6,6,8,1,3,1,3,6,1,4,6,6,3,2,9,1,1,2,1040,484,5,1,632
134,2.733490688,2,1,786,3,328,2,4,5,5,7,5,2,1,7,4,3,3,5,6,8,5,2,2,1,9,1,7,3,5,7,7,6,3,4,2,6,3,6,4,2,1,2,294,873,5,1,1388
135,3.414329164,1,2,461,2,737,1,5,5,2,1,8,1,7,7,5,7,4,1,1,8,2,7,9,2,9,1,4,5,7,3,5,9,7,5,7,7,4,2,2,2,1,1,1073,605,3,2,1378
136,3.288891529,2,2,699,2,426,1,3,1,7,7,4,2,8,7,9,3,4,8,8,3,8,2,3,4,3,5,4,9,4,2,7,1,3,5,2,4,7,1,1,2,1,1,643,478,2,2,616
137,3.377631012,2,2,523,2,621,2,1,4,7,2,8,2,9,8,1,5,4,4,4,5,7,5,9,2,9,1,3,1,2,8,9,1,8,2,1,5,7,1,1,1,1,2,801,900,1,1,710
138,2.563437752,1,2,537,2,318,2,3,1,5,1,1,1,3,9,8,9,2,9,3,4,3,4,6,5,2,1,3,7,7,3,5,9,6,8,4,7,6,4,1,2,1,1,1169,360,2,2,662
139,2.826479796,1,1,634,4,375,1,1,3,6,4,3,2,6,7,6,7,1,2,8,6,3,1,4,8,7,4,6,2,8,9,3,6,1,6,7,4,6,2,7,2,1,2,170,659,4,1,460
140,3.877144981,2,1,714,2,799,2,3,5,3,7,4,2,1,3,7,5,3,4,8,3,7,3,3,2,3,1,7,2,1,9,7,9,4,9,6,5,5,6,4,1,2,2,1014,790,1,2,852
141,2.904305449,2,1,624,4,586,1,3,5,8,6,1,2,3,7,3,5,2,1,6,7,5,5,1,6,1,6,3,8,2,7,5,6,4,8,1,7,8,1,4,2,1,2,408,811,4,1,973
142,1.217102009,2,2,745,4,429,1,1,5,9,7,6,1,8,9,1,4,2,5,1,9,9,6,3,8,1,8,8,4,5,6,8,2,3,4,5,5,4,4,4,2,1,2,618,814,2,1,1267
143,3.490766353,2,2,787,2,714,2,3,1,1,7,3,2,5,4,3,7,6,3,4,9,7,8,6,6,8,6,7,3,2,8,6,2,6,3,2,6,8,3,5,1,1,2,963,614,5,1,838
144,2.74139352,1,2,415,3,645,1,4,4,1,8,4,2,7,7,9,9,5,9,9,9,6,8,3,2,8,6,5,5,5,7,2,1,2,2,6,9,4,5,5,2,2,1,1014,526,3,2,526
145,1.684637573,2,2,520,2,896,1,1,2,5,6,1,1,6,4,4,2,1,2,6,4,6,9,1,5,4,8,8,3,9,9,4,2,6,9,5,4,7,4,8,2,2,2,608,587,4,2,602
146,2.154068295,1,2,478,3,899,2,3,1,9,5,2,2,8,1,4,1,7,4,4,9,7,2,2,7,8,6,9,6,9,9,6,3,3,8,3,7,9,8,2,1,1,1,1303,823,1,1,525
147,3.697215596,2,1,435,3,830,1,3,3,3,3,4,1,4,4,5,2,7,3,3,4,5,9,6,6,7,2,4,9,9,8,3,5,5,2,3,9,2,4,4,2,1,2,220,887,5,2,1317
148,2.775347901,2,1,741,4,766,2,1,1,3,4,5,1,9,4,7,8,5,5,1,7,1,4,8,4,8,1,7,1,8,3,3,8,1,4,2,7,6,4,2,2,1,1,1385,663,2,2,1368
149,3.905173638,2,1,495,3,629,2,5,4,5,4,2,2,7,4,2,4,7,7,8,7,9,5,5,7,2,8,9,9,4,4,4,2,7,1,7,8,1,8,2,2,1,2,1255,701,1,1,1077
150,3.57240688,1,2,777,3,339,1,1,4,7,9,2,2,2,6,8,9,3,1,7,6,4,2,5,9,2,2,9,6,2,6,7,3,1,1,6,8,8,2,7,1,1,1,1239,864,5,2,1342
151,1.118868034,2,2,520,3,359,2,2,3,1,1,8,2,8,4,7,7,1,5,8,7,5,4,6,8,4,6,3,9,2,9,4,1,5,2,3,3,2,8,1,2,2,2,308,830,2,1,1159
152,2.678330304,1,2,604,2,809,1,1,3,8,5,6,1,9,5,4,7,3,6,1,1,4,7,4,2,1,4,1,2,6,4,8,6,6,6,6,2,2,8,6,1,2,1,703,553,4,2,963
153,1.694471745,1,1,778,2,660,1,2,1,1,5,2,1,5,5,1,9,2,2,3,1,2,4,8,7,2,8,1,8,1,3,7,1,5,2,3,1,9,2,6,2,2,2,338,673,4,2,724
154,1.311627515,2,1,454,3,384,2,2,5,8,7,6,2,8,8,6,7,7,7,3,4,1,2,2,4,6,7,2,3,2,6,7,4,6,8,7,6,1,7,8,2,1,2,697,883,1,2,619
155,3.400847647,2,2,451,4,776,1,3,1,4,8,8,2,6,9,5,4,6,7,7,5,5,9,2,9,9,2,3,2,7,4,8,4,8,2,3,5,1,4,9,2,2,1,423,461,1,2,870
156,1.537005255,2,1,505,4,466,2,2,2,1,8,3,2,5,3,1,5,3,3,9,9,5,7,9,4,9,2,6,8,2,7,8,3,5,4,7,2,7,5,8,1,2,1,1249,672,4,1,732
157,1.172448769,1,1,456,3,827,1,1,1,1,5,8,2,6,2,1,4,4,9,8,3,2,6,9,6,4,3,2,6,3,6,2,2,2,9,8,8,3,6,3,1,1,1,1018,606,1,1,660
158,1.606854945,2,2,703,4,818,1,2,2,5,8,6,2,6,4,9,7,1,1,7,9,3,7,9,1,8,8,5,3,1,3,5,1,2,6,5,1,3,4,6,1,1,1,1309,349,1,2,881
159,3.391431611,2,2,433,3,389,1,1,5,5,2,7,1,9,7,4,1,4,1,4,5,2,2,5,9,9,7,1,6,7,5,4,3,7,3,1,7,2,8,3,2,1,2,180,496,1,2,1262
160,1.702690742,1,1,527,2,492,2,5,5,9,9,5,1,9,5,3,7,8,1,6,9,3,6,2,3,3,5,5,6,1,1,4,6,4,1,2,3,6,7,1,2,1,2,1282,536,4,1,900
161,2.519148922,2,1,781,2,480,1,4,3,9,3,1,1,9,1,5,8,2,3,7,8,3,7,2,1,2,5,7,8,8,7,8,8,1,7,9,9,2,3,8,2,2,1,566,442,3,2,1070
162,3.124379449,1,1,781,4,849,1,3,5,9,8,2,1,3,7,9,5,9,2,2,8,6,6,2,7,3,5,2,7,3,2,4,2,5,2,6,7,1,2,7,1,1,2,749,520,1,2,1112
163,2.884753571,2,1,685,3,415,2,2,5,8,4,5,2,2,9,4,6,8,3,5,2,2,5,4,1,6,7,5,7,1,1,7,2,2,3,4,5,3,2,4,2,2,2,1466,844,4,1,1128
164,1.060492588,1,2,460,2,787,1,4,1,5,3,3,1,6,6,4,8,6,2,9,1,9,8,1,8,8,5,9,8,6,7,3,3,9,2,5,8,7,7,6,2,1,1,284,751,1,2,904
165,2.888663178,1,1,737,2,613,2,3,5,4,2,4,1,7,3,9,1,7,8,4,7,2,5,1,1,9,7,4,8,2,5,7,7,2,6,8,6,4,9,4,1,1,2,371,436,1,2,1318
166,1.485757568,1,1,745,3,441,1,3,2,3,8,7,2,7,8,5,3,3,9,3,3,3,6,1,6,2,6,1,8,1,4,1,5,2,9,5,1,9,2,9,2,2,1,768,664,5,2,691
167,1.898943998,2,1,444,3,857,1,4,1,1,4,5,1,9,6,8,1,9,5,2,6,9,8,6,1,9,5,5,8,6,3,5,6,3,6,3,4,2,7,1,2,2,1,253,483,1,1,1398
168,2.605469348,2,2,441,4,851,2,1,4,8,6,6,1,5,2,3,1,7,6,2,1,2,7,8,7,2,5,7,9,9,8,2,4,8,4,1,5,8,1,4,1,1,2,539,652,1,2,1249
169,2.891788004,2,2,764,2,442,1,1,3,6,3,2,2,7,7,2,5,4,7,2,3,3,7,4,4,3,9,4,3,6,7,1,1,8,4,1,7,9,5,4,1,2,1,365,568,3,1,546
170,1.372928612,2,2,472,3,503,2,3,5,7,9,4,2,4,7,4,2,9,3,2,5,5,5,9,1,2,9,3,2,6,7,6,2,9,1,2,7,8,3,9,2,2,2,534,390,2,2,1021
171,1.068936091,1,1,585,4,304,2,5,4,5,7,7,2,4,9,7,6,2,5,9,6,5,7,4,9,9,1,7,4,6,7,7,9,6,4,9,9,5,8,5,2,2,2,768,485,1,1,1005
172,2.481150864,1,1,702,2,758,2,1,2,4,8,8,1,1,9,3,5,7,7,7,1,8,1,2,1,5,1,5,8,3,6,4,3,7,7,3,4,8,2,2,2,1,1,596,755,2,2,856
173,2.31528353,1,2,529,2,480,1,1,2,9,5,8,1,7,8,7,5,8,9,4,1,6,6,8,3,9,3,3,6,7,7,4,9,8,3,3,4,5,8,1,2,1,2,362,703,3,1,839
174,3.989471197,1,1,524,3,392,2,5,5,2,5,8,2,3,4,5,5,5,1,2,7,9,9,4,2,4,4,8,1,1,5,8,7,6,7,9,6,4,1,7,2,1,2,426,705,3,2,533
175,2.272076568,1,2,792,4,610,2,4,3,6,5,4,1,4,7,5,6,8,5,9,7,1,7,6,3,1,5,3,3,7,6,4,3,9,9,6,4,9,6,8,1,1,2,572,403,5,2,1026
176,1.248809496,1,1,671,4,538,1,4,4,1,8,1,2,8,8,3,8,3,5,7,8,5,7,7,2,2,2,1,3,7,5,7,5,9,6,5,3,9,1,4,2,2,2,962,695,1,1,647
177,2.13348425,1,2,419,3,787,2,2,1,9,2,4,2,2,7,1,1,8,9,3,9,7,1,6,6,3,6,3,5,9,6,7,5,9,8,4,6,4,8,5,2,2,1,1179,817,4,1,1286
178,2.535862038,2,1,625,4,575,1,5,4,4,3,7,2,7,3,4,6,6,6,8,5,2,8,2,2,9,2,5,8,7,3,5,6,4,5,3,4,4,2,4,1,1,1,442,720,5,2,585
179,3.519410336,2,2,643,4,595,1,5,5,4,4,2,2,5,7,7,5,4,3,9,1,2,2,8,5,8,3,8,4,1,1,2,2,5,6,1,7,7,9,7,1,2,2,1138,719,5,1,498
180,1.436313044,2,1,435,3,594,2,3,3,1,8,8,2,4,4,5,8,7,8,2,1,4,1,1,7,8,4,5,8,8,6,2,5,2,1,2,8,1,2,9,1,2,1,619,337,3,2,1012
181,2.884115362,1,1,718,4,431,1,4,4,5,4,6,2,7,3,8,9,1,6,4,2,7,2,3,2,2,5,7,8,4,7,5,9,6,7,8,3,8,8,1,2,1,1,1193,740,2,2,1344
182,2.456022922,2,1,688,4,336,2,5,1,7,6,3,1,1,3,4,3,4,4,2,5,8,8,5,6,1,6,1,4,9,5,1,8,5,8,8,1,5,2,9,1,2,2,247,568,5,2,966
183,3.277456385,1,2,605,4,443,2,1,5,3,8,5,2,5,5,7,2,2,4,1,1,8,4,9,6,5,5,9,9,1,6,3,4,5,7,3,4,7,6,5,2,1,1,596,446,5,1,652
184,2.194686587,1,1,440,4,866,1,5,5,3,8,8,1,8,4,7,1,9,7,2,4,1,8,2,4,4,5,6,1,7,3,7,4,8,3,1,6,7,5,2,1,2,2,574,676,5,1,680
185,2.142595225,2,2,643,2,348,1,2,1,2,2,6,1,9,1,3,6,1,2,5,8,8,2,9,8,1,6,9,4,4,1,3,7,4,3,8,6,3,9,8,1,2,1,1185,494,3,2,978
186,3.499164784,1,1,564,3,525,1,3,3,5,7,2,1,8,3,4,5,5,3,5,2,9,9,3,7,1,7,9,5,1,1,7,1,6,7,9,4,9,8,4,1,1,1,1475,854,3,1,720
187,3.437905214,2,2,473,3,637,1,4,4,5,6,4,2,3,4,6,7,4,5,6,8,7,4,6,7,7,1,1,1,7,2,7,4,5,3,9,4,3,9,1,1,1,2,623,710,3,1,1345
188,1.700685246,1,2,514,4,475,2,5,3,4,4,5,2,8,8,8,4,5,4,8,9,6,3,1,4,4,8,3,1,4,9,2,3,5,9,3,8,8,8,5,1,2,2,1136,772,5,2,1021
189,1.419977504,1,1,661,2,778,1,4,5,8,5,8,1,3,5,7,7,5,2,3,6,4,7,9,1,7,6,7,7,7,8,2,5,5,2,9,1,6,8,5,1,1,2,546,875,2,1,1320
190,3.914808138,1,1,514,3,699,1,4,4,4,7,1,1,7,5,5,4,3,8,7,1,1,4,6,9,4,3,9,1,1,3,3,9,1,4,6,6,1,5,2,2,2,2,1359,413,2,2,707
191,2.105575342,2,1,471,3,822,2,3,1,9,8,5,2,7,7,5,9,1,1,9,2,6,3,1,1,8,6,3,6,4,8,3,1,6,4,4,5,4,1,3,1,2,2,1046,327,5,2,513
192,2.192608996,2,1,510,2,465,1,3,1,5,2,7,1,1,4,2,4,2,4,6,4,9,4,8,1,3,9,2,8,5,6,4,4,4,8,4,8,6,7,5,1,1,2,1364,819,5,2,1380
193,1.090973024,2,1,533,4,765,1,1,1,5,6,7,2,2,1,4,3,6,6,3,1,7,1,8,9,8,1,9,1,4,3,4,1,5,5,8,1,8,2,2,1,1,2,1085,780,4,1,861
194,1.093519768,2,1,754,3,642,1,1,4,5,7,6,1,1,4,3,3,7,8,3,1,9,7,3,3,4,4,7,1,6,6,3,9,1,6,1,7,3,6,4,2,2,2,167,661,1,2,1095
195,2.535832966,2,1,455,3,308,1,1,1,4,1,6,2,8,3,7,8,5,3,7,5,8,5,2,8,7,5,4,1,4,1,8,9,5,8,6,1,2,4,9,1,1,2,1416,306,4,1,1271
196,1.741746559,2,2,665,4,434,2,1,1,3,8,3,1,2,7,1,5,3,8,9,4,3,8,8,1,5,9,7,8,2,7,9,4,6,2,6,3,7,5,7,1,2,2,283,767,3,2,580
197,2.837463729,2,2,553,2,471,1,2,4,8,6,7,1,5,4,7,3,4,6,1,8,9,9,9,7,4,1,5,4,5,6,1,1,7,3,5,6,3,3,1,2,2,1,1022,332,3,1,535
198,2.074550336,2,1,523,3,692,1,4,4,4,4,5,1,8,8,3,2,9,3,3,6,1,4,4,3,8,1,7,7,7,3,4,6,5,2,4,5,3,1,8,2,1,1,1355,810,4,2,1252
199,1.854602917,2,2,486,3,745,1,4,5,1,1,7,2,3,2,4,8,9,2,2,1,4,6,2,4,5,4,4,5,9,4,9,6,3,9,8,8,7,9,5,1,1,1,558,397,1,1,666
200,1.373067015,1,1,687,3,538,1,4,2,1,1,6,2,8,3,6,5,9,4,2,9,5,7,3,7,9,2,4,3,2,9,6,6,6,3,8,2,1,3,2,2,1,2,178,485,4,1,825
201,1.996939234,1,2,679,2,517,1,2,3,8,6,2,1,8,1,8,7,2,7,3,9,2,2,1,4,5,2,5,9,8,9,1,3,8,5,1,5,6,6,8,2,1,2,258,646,5,2,727
202,3.079146422,2,2,458,2,788,2,3,1,1,8,7,2,3,6,2,4,5,9,9,3,4,1,4,6,6,2,5,3,6,7,7,2,3,1,4,7,4,6,2,2,1,1,776,893,3,1,1153
203,1.307451563,2,1,683,2,794,1,3,5,9,4,2,2,9,2,2,5,3,4,8,6,2,2,1,2,6,9,9,1,2,7,6,5,3,5,2,6,8,8,2,1,1,1,1095,288,1,2,893
204,3.159100235,1,1,485,4,597,2,4,2,8,1,8,2,2,1,8,9,4,9,6,2,5,1,3,4,5,7,3,9,6,7,2,7,6,4,8,5,8,6,7,1,2,1,392,269,1,2,1296
205,2.332385777,1,1,565,3,590,2,4,4,2,6,8,2,5,3,2,5,1,1,1,7,2,5,4,6,3,1,6,6,3,3,6,5,4,2,5,3,3,3,1,2,1,2,981,591,1,1,695
206,1.807891149,1,1,751,4,864,2,1,2,8,1,8,1,2,1,5,7,1,4,7,8,3,6,5,5,3,9,3,6,9,8,2,2,9,2,1,2,8,8,9,2,1,1,773,576,1,1,1320
207,1.914789609,2,1,491,4,569,2,4,4,4,9,3,1,4,5,3,6,9,8,6,1,6,4,1,8,4,6,7,1,9,3,7,1,6,9,3,3,6,5,8,1,2,2,564,358,5,2,490
208,2.27296832,1,1,598,4,449,2,1,5,6,3,3,2,2,6,3,6,4,4,4,2,3,5,1,5,1,6,5,6,8,5,8,4,4,7,8,3,4,1,9,1,1,2,613,587,3,1,644
209,2.786477262,1,2,518,4,803,2,1,1,5,2,3,2,3,3,1,5,9,4,2,1,5,4,5,8,7,7,7,7,9,6,4,6,5,7,3,5,7,9,4,2,2,1,367,511,4,2,1390
210,2.578900805,2,2,555,3,440,1,3,1,5,6,1,1,3,5,8,9,6,9,6,7,4,5,9,8,2,7,6,5,3,5,4,2,1,7,4,7,4,6,5,2,1,1,1237,530,1,2,1288
211,1.448644756,1,2,786,4,443,2,1,3,4,7,4,1,3,6,3,2,2,3,6,1,7,3,4,4,7,6,7,1,5,2,4,8,7,2,4,7,3,8,7,2,2,1,604,757,3,2,1060
212,1.128620459,1,2,482,3,510,1,5,5,5,4,1,2,4,7,3,5,9,6,1,3,3,5,7,5,2,1,4,9,1,3,8,2,7,8,9,6,4,7,4,2,1,2,1126,565,2,2,1126
213,1.900251785,2,2,765,3,762,1,4,1,7,1,6,1,5,8,2,2,6,9,8,1,1,8,6,2,2,8,6,7,9,8,1,2,2,3,6,7,2,6,7,2,2,2,672,490,1,1,1113
214,2.147304292,1,1,488,3,563,1,1,5,4,6,8,2,4,4,4,4,5,4,4,4,5,1,1,9,7,5,2,3,5,2,2,5,6,4,6,8,1,9,7,1,1,2,419,840,3,1,1206
215,1.056762443,1,2,429,4,543,2,5,3,2,7,4,2,1,5,2,3,9,2,4,7,9,8,2,8,3,8,2,5,6,4,5,7,2,8,9,1,4,4,2,2,2,1,512,621,2,1,534
216,1.528029048,2,2,451,3,495,2,5,4,3,5,6,2,2,4,6,3,7,9,4,6,5,9,5,4,7,4,2,6,3,2,9,5,6,8,7,2,8,9,6,1,2,1,1114,432,1,1,1146
217,2.301841593,2,1,559,4,488,2,5,1,8,4,5,2,5,5,4,8,2,2,3,6,1,8,5,2,6,4,2,2,3,7,7,1,7,6,9,2,8,9,1,2,1,2,462,372,3,1,1368
218,1.832229204,1,1,416,3,550,2,1,4,9,5,2,1,8,7,2,2,2,5,4,1,9,1,2,4,3,3,5,6,7,3,8,1,4,5,3,8,4,4,3,1,2,1,785,343,3,2,1091
219,3.459730655,1,1,641,4,573,1,5,3,2,1,2,1,1,4,5,3,6,3,2,8,3,5,9,2,9,8,8,4,9,5,6,5,5,4,6,2,9,8,8,1,2,2,301,387,1,2,1127
220,2.117374818,2,2,408,2,451,2,3,4,4,3,8,1,3,5,1,2,6,9,9,1,3,4,6,7,3,8,8,6,9,6,4,5,8,3,5,5,5,5,3,2,2,2,923,578,1,1,1158
221,1.895762563,1,2,789,3,873,1,5,5,8,8,5,1,2,5,9,6,5,6,9,5,2,9,3,4,9,4,2,4,7,8,8,3,7,3,6,6,6,2,3,1,1,1,1287,371,3,1,834
222,1.929975977,2,2,679,2,765,2,1,5,3,7,6,2,3,6,9,6,4,1,1,4,7,1,8,4,5,7,2,2,6,1,1,8,4,9,1,6,8,2,4,2,2,2,1173,483,2,1,1296
223,3.691574689,2,1,638,4,502,2,4,5,8,1,2,2,6,6,9,3,2,3,1,6,3,3,2,6,3,2,5,8,6,1,1,6,2,4,7,7,2,3,1,2,1,1,1197,881,3,1,678
224,1.725549958,1,1,791,3,605,1,3,2,6,6,5,2,3,7,7,9,6,1,5,9,4,8,7,5,1,9,3,4,8,1,8,7,9,2,9,1,3,9,3,2,1,2,889,254,4,1,684
225,1.568273754,1,2,617,3,353,2,5,4,2,7,1,2,7,7,4,8,2,5,8,2,2,3,2,2,1,2,8,5,9,4,3,7,2,4,4,7,5,4,2,2,2,1,1169,704,3,2,1310
226,2.722663052,1,1,787,3,577,1,2,3,6,3,3,2,7,9,2,1,5,6,9,5,4,6,4,8,3,8,6,6,3,6,9,9,4,8,5,8,7,2,2,2,2,1,869,264,5,2,1160
227,2.561232898,2,2,405,2,616,1,1,3,8,6,8,2,8,1,9,3,6,1,8,4,9,4,9,4,4,4,1,1,4,8,2,2,9,5,8,1,9,1,9,1,1,2,1484,690,4,2,495
228,3.182408716,1,2,641,4,567,2,2,5,1,7,8,1,5,7,4,4,8,8,1,1,3,5,3,1,7,3,1,7,3,5,8,2,7,3,5,8,3,7,1,2,2,1,464,581,5,2,561
229,2.660041194,2,1,771,3,483,1,4,2,5,2,6,2,2,2,9,6,5,5,7,3,4,3,8,2,9,5,5,7,8,7,2,8,7,1,9,8,5,8,7,1,1,2,602,608,1,1,1385
230,1.661991795,1,2,575,3,816,1,2,3,3,8,4,1,2,5,1,9,4,4,3,3,7,6,8,4,9,8,9,8,8,8,6,9,6,9,8,2,1,3,2,1,2,1,849,554,1,2,963
231,3.807892805,2,2,452,4,491,2,4,4,1,2,5,1,4,1,3,5,1,8,3,4,2,2,8,6,8,4,4,1,6,5,9,8,4,5,7,7,2,3,2,2,2,2,1169,419,2,2,1271
232,3.870000572,2,2,703,2,784,1,4,1,1,6,5,2,6,1,7,7,4,3,4,9,6,7,3,8,1,5,1,9,8,6,5,5,6,4,3,6,7,7,6,2,1,1,864,635,4,2,1328
233,1.907156492,2,2,676,4,378,1,3,2,9,7,6,1,1,6,5,1,8,1,3,2,2,9,2,8,2,7,2,7,7,2,3,4,8,3,4,3,2,3,6,1,2,2,1291,265,3,2,660
234,3.265805882,1,1,575,3,781,1,4,1,1,3,4,1,3,8,6,2,9,3,4,2,8,1,9,7,5,2,1,7,1,2,5,1,1,6,4,3,6,1,1,2,2,2,1169,432,4,2,909
235,3.768208398,2,1,489,4,682,2,5,3,6,2,8,1,8,6,6,9,6,5,4,2,4,7,4,6,8,9,2,6,6,7,3,6,3,8,6,7,7,8,3,1,2,1,1147,634,1,1,1232
236,1.567417993,1,2,574,3,452,1,1,4,6,4,6,1,4,4,7,6,7,9,4,2,3,7,9,3,9,8,6,5,3,7,6,6,4,2,2,6,1,3,8,2,1,2,398,531,3,1,653
237,2.454529749,2,2,596,2,859,2,1,3,9,5,1,2,1,3,5,9,4,1,7,7,9,7,7,1,7,3,2,2,5,1,3,8,8,1,7,1,1,4,4,1,2,2,1274,706,3,1,1246
238,2.9893108,1,2,564,3,510,1,2,1,1,1,6,1,3,3,6,2,4,8,3,4,7,4,1,5,8,1,7,5,1,4,9,3,9,7,4,8,6,4,3,2,1,1,1396,413,2,1,921
239,2.973257096,2,1,774,2,709,2,4,3,4,8,5,2,2,7,4,4,7,1,6,1,7,6,5,3,5,3,4,6,3,3,7,6,5,4,5,7,6,6,1,1,2,2,235,489,2,1,959
240,1.566048923,1,2,689,3,377,1,3,1,8,4,1,2,5,8,2,1,1,9,2,6,7,9,9,6,8,1,8,6,6,8,2,9,1,2,7,6,2,4,8,2,1,2,731,842,4,2,662
241,1.632727124,2,2,580,3,786,1,1,1,5,5,8,2,6,6,1,5,2,4,8,6,7,6,6,8,2,5,7,4,9,1,1,1,7,1,1,8,1,6,6,1,2,2,277,803,3,1,494
242,1.135972814,2,1,494,2,865,1,1,1,8,8,5,2,3,7,8,2,3,6,5,9,9,5,4,8,9,7,9,1,3,5,8,3,5,1,4,6,7,9,6,1,1,1,1386,618,2,1,925
243,3.376542556,2,1,435,2,640,2,5,2,4,3,5,1,4,2,3,3,4,7,2,6,5,6,7,4,2,7,2,2,2,3,7,3,3,4,3,8,9,6,3,1,2,1,1143,543,2,2,1158
244,3.950712397,1,2,470,3,442,1,2,3,6,2,5,1,9,8,4,1,3,5,1,5,4,2,6,5,8,9,2,5,3,6,8,5,5,8,3,2,8,2,1,2,2,1,430,818,3,1,1189
245,3.441475261,2,2,485,4,860,1,5,1,7,4,1,2,3,4,5,4,8,1,6,7,7,4,7,1,8,7,2,5,3,6,5,3,1,8,6,8,8,7,9,2,1,2,1434,873,4,1,779
246,2.463579171,1,1,484,2,724,1,1,1,5,8,6,1,6,5,6,4,6,8,5,9,6,7,6,1,9,1,1,6,9,7,7,6,2,3,6,6,2,5,8,2,2,1,1294,708,2,2,1276
247,1.983780869,1,1,711,2,323,2,3,1,1,5,1,2,4,3,4,8,2,8,4,6,6,4,9,6,4,1,4,3,3,4,2,4,7,9,4,2,5,1,2,2,2,2,1433,525,4,2,588
248,3.414510021,2,1,482,2,382,2,1,3,7,5,2,2,5,1,8,2,9,4,8,6,2,1,4,5,5,8,5,2,1,8,8,6,3,1,5,1,2,1,2,1,2,2,1493,316,2,2,1362
249,2.718157526,1,1,579,3,400,2,5,3,9,8,2,2,9,1,7,9,4,8,8,9,1,7,3,1,5,6,9,2,8,6,6,2,4,1,1,1,6,3,7,1,2,1,911,857,5,1,1284
250,1.284362863,2,2,718,3,645,2,3,2,9,3,4,2,4,6,2,2,4,2,9,2,3,2,5,8,9,4,6,5,6,1,4,6,2,4,1,6,5,1,8,1,1,1,1140,415,4,2,1131
251,1.265236873,2,1,517,4,466,2,3,3,5,9,2,2,5,6,9,4,1,2,9,6,3,9,3,1,4,3,6,6,7,9,8,1,4,2,6,4,5,7,7,1,2,2,869,490,4,2,887
252,3.621697734,2,2,751,4,564,2,1,5,1,2,7,1,6,4,2,7,4,3,4,9,3,5,2,2,6,1,7,1,3,6,4,4,4,9,7,2,9,3,5,1,2,2,208,334,5,1,1157
253,3.156091381,1,2,713,3,811,1,3,5,7,6,3,2,5,8,9,5,4,9,9,7,5,8,8,5,7,5,5,4,4,7,6,4,2,8,4,2,5,8,6,1,1,2,1107,375,5,1,906
254,2.517708044,2,2,558,4,540,2,2,5,2,3,2,1,9,3,2,6,5,5,5,2,8,5,3,6,2,3,1,7,3,8,4,1,9,1,6,9,6,4,2,2,2,2,1470,274,2,1,1171
255,2.637601294,2,1,626,3,686,2,2,3,9,1,1,2,9,8,7,9,5,3,5,4,9,3,9,3,1,8,3,5,2,1,6,4,9,4,7,1,6,2,6,1,2,1,763,579,5,1,1037
256,1.561802758,1,1,587,2,651,2,4,1,7,8,5,1,3,8,2,3,1,1,8,2,4,2,6,4,1,7,3,8,4,9,2,1,7,2,8,1,9,5,2,1,1,1,251,533,1,2,953
257,3.489683166,1,1,489,2,484,2,1,4,7,7,8,1,2,5,2,6,7,2,5,8,3,2,3,8,1,2,4,3,6,9,8,2,5,7,4,8,3,2,8,2,1,1,1351,532,1,2,1400
258,3.427264808,1,1,456,4,372,1,1,2,4,9,2,2,1,3,6,1,4,2,4,7,2,8,6,5,1,1,2,3,2,9,3,4,5,5,8,9,1,4,9,2,1,2,776,623,4,2,582
259,3.493324763,2,2,648,3,853,2,1,4,6,5,2,1,4,6,9,2,1,3,5,5,9,9,2,1,2,5,8,3,7,7,9,7,5,5,3,6,5,6,9,2,1,1,863,684,3,2,945
260,2.927036164,2,1,432,3,322,2,1,4,2,2,4,1,9,9,7,2,5,8,8,7,9,9,3,4,4,9,1,1,5,8,8,6,6,9,4,3,3,7,8,1,2,1,308,833,5,2,485
261,3.648215023,2,1,427,4,306,1,4,3,9,6,2,1,1,6,3,5,5,6,3,3,9,8,2,2,1,3,6,8,8,6,1,6,3,1,4,5,9,8,5,1,2,2,108,253,1,1,1049
262,3.537596229,2,1,625,3,890,1,2,1,4,5,3,2,6,7,5,3,5,9,3,8,7,1,7,3,8,1,8,8,2,7,6,4,8,8,5,8,9,3,2,2,1,1,741,606,3,1,494
263,2.103326519,1,2,770,3,569,1,5,2,6,7,3,1,1,5,5,3,6,5,2,8,5,3,1,5,7,2,1,7,8,2,7,8,3,3,7,7,4,4,6,1,1,2,180,412,4,2,1185
264,1.44369618,2,1,719,4,887,2,2,1,6,4,3,2,8,2,9,5,5,2,3,1,1,5,8,4,8,1,8,7,4,1,4,7,4,3,2,7,6,5,4,1,1,2,627,261,3,1,520
265,1.395843223,1,2,695,4,370,1,1,5,3,8,4,1,3,7,3,3,1,3,5,6,1,4,6,5,1,7,7,9,5,3,6,3,2,9,4,9,6,3,6,2,2,2,1167,868,1,2,484
